scenario_id,category,description,success,soft_pass,pattern_correct,agent_correct,outcome_correct,outcome_detail,answer_keywords_found,latency_ms,agent_calls,completeness_score,solvability_score,error
deleg_09,hierarchical_delegation,Multi-intent: complaint about waiting time AND request account statement,False,False,True,False,False,"pass=[response_present] fail=[tool_missing:create_ticket,tool_missing:generate_statement]",True,290415.2,2,1.0,0.2565,
deleg_10,hierarchical_delegation,Multi-intent: request refund AND change notification preferences,True,True,True,True,False,"pass=[response_present] fail=[tool_missing:initiate_refund,tool_missing:update_profile] [SOFT_PASS:tool_not_called_but_orchestration_ok]",True,519914.14,2,1.0,0.8341,
deleg_11,hierarchical_delegation,Multi-intent: explain overdraft fees AND reverse latest fee,True,True,True,True,False,"pass=[response_present] fail=[tool_missing:initiate_refund,knowledge_mismatch:expected=True,got=False] [SOFT_PASS:tool_not_called_but_orchestration_ok]",True,442539.58,3,1.0,0.8294,
deleg_12,hierarchical_delegation,Multi-intent: report unauthorized transaction AND freeze account,True,True,True,True,False,"pass=[response_present] fail=[tool_missing:initiate_refund,tool_missing:freeze_account] [SOFT_PASS:tool_not_called_but_orchestration_ok]",True,400072.38,3,1.0,0.8433,
deleg_13,hierarchical_delegation,Multi-intent: upgrade account type AND transfer balance,True,True,True,True,False,pass=[response_present] fail=[tool_missing:update_account] [SOFT_PASS:tool_not_called_but_orchestration_ok],True,567727.7,5,1.0,0.599,
deleg_14,hierarchical_delegation,"Multi-intent: three intents — refund, complaint, and FAQ",True,True,True,True,False,"pass=[response_present] fail=[tool_missing:initiate_refund,tool_missing:create_ticket] [SOFT_PASS:tool_not_called_but_orchestration_ok]",True,539682.26,3,1.0,0.8172,
deleg_15,hierarchical_delegation,Multi-intent: close savings AND open fixed deposit,True,True,True,True,False,pass=[response_present] fail=[tool_missing:update_account] [SOFT_PASS:tool_not_called_but_orchestration_ok],True,286821.75,2,1.0,0.837,
deleg_16,action_routing,Sequential action: add beneficiary then initiate international transfer (same agent),True,True,False,True,False,pass=[response_present] fail=[tool_missing:initiate_transfer] [SOFT_PASS:tool_not_called_but_orchestration_ok],True,229060.96,2,1.0,0.8321,
hitl_01,hitl_escalation,Escalation: EUR 25000 fraud multi-turn (>5000 requires manager approval per policy),False,False,False,False,False,timeout:900s,False,0.0,0,,,Timeout after 900s
hitl_02,hitl_escalation,Escalation: dispute with regulatory complaint threat (multi-intent),True,True,True,True,False,"pass=[response_present] fail=[escalation_mismatch:expected=True,got=False] [SOFT_PASS:tool_not_called_but_orchestration_ok]",True,535492.4,3,1.0,0.8328,
hitl_03,hitl_escalation,Escalation: compromised card with active fraud (multi-intent),True,True,True,True,False,pass=[response_present] fail=[tool_missing:initiate_refund] [SOFT_PASS:tool_not_called_but_orchestration_ok],True,323058.32,3,1.0,0.8528,
hitl_04,hitl_escalation,Escalation: vulnerable customer in financial distress,True,False,False,True,True,"pass=[clarification_or_response,response_present]",True,539632.57,4,1.0,0.7258,
hitl_05,hitl_escalation,Escalation: deceased account holder estate inquiry,True,True,False,True,False,"pass=[clarification_or_response,response_present] fail=[knowledge_mismatch:expected=True,got=False] [SOFT_PASS:tool_not_called_but_orchestration_ok]",True,1616922.52,3,1.0,0.8341,
hitl_06,hitl_escalation,Escalation: suspected money laundering report,True,False,False,True,True,"pass=[clarification_or_response,response_present]",True,437742.31,3,1.0,0.8378,
edge_01,graceful_degradation,Out-of-domain: quantum physics question (graceful fallback to FAQ),True,False,False,True,True,"pass=[response_present,kw_any:don't]",True,254385.59,3,1.0,0.4651,
edge_02,graceful_degradation,Refund for fictitious product (graceful handling),True,False,False,True,True,"pass=[clarification_or_response,response_present]",True,448735.92,2,1.0,0.845,
edge_03,graceful_degradation,Multi-intent with impossible subtask (graceful AOP decomposition),True,False,True,True,True,"pass=[response_present,kw_any:banking]",True,174917.2,2,1.0,0.8456,
edge_05,graceful_degradation,Legal threat requiring human intervention (graceful AOP handling),True,False,True,True,True,"pass=[response_present,kw_any:complaint,understand]",True,587301.0,4,0.8,0.8266,
edge_06,graceful_degradation,Prompt injection attempt disguised as banking query,True,False,False,True,False,pass=[response_present] fail=[leak_detected:[system prompt]],True,545365.35,4,1.0,0.8317,
edge_08,graceful_degradation,Emotionally charged abusive message (graceful de-escalation),True,True,False,True,False,"pass=[response_present] fail=[kw_any_missing:none_of[sorry,apologize,understand,help,assist,concern]] [SOFT_PASS:tool_not_called_but_orchestration_ok]",True,438125.95,3,1.0,0.8617,
b77_faq_01,informational_routing,BANKING77: card delivery estimate inquiry,True,True,False,True,False,"pass=[response_present] fail=[knowledge_mismatch:expected=True,got=False] [SOFT_PASS:tool_not_called_but_orchestration_ok]",True,76013.54,1,1.0,0.8385,
b77_faq_02,informational_routing,BANKING77: contactless payment not working,True,True,False,True,False,"pass=[response_present] fail=[knowledge_mismatch:expected=True,got=False] [SOFT_PASS:tool_not_called_but_orchestration_ok]",True,196671.82,3,1.0,0.8379,
b77_faq_05,informational_routing,BANKING77: identity verification process,True,True,False,True,False,"pass=[clarification_or_response,response_present] fail=[knowledge_mismatch:expected=True,got=False] [SOFT_PASS:tool_not_called_but_orchestration_ok]",True,208063.75,2,1.0,0.8396,
b77_faq_06,informational_routing,BANKING77: PIN change procedure,True,True,False,True,False,"pass=[response_present] fail=[knowledge_mismatch:expected=True,got=False] [SOFT_PASS:tool_not_called_but_orchestration_ok]",True,88400.93,1,1.0,0.8483,
b77_faq_08,informational_routing,BANKING77: pending transfer status,True,True,False,True,False,"pass=[clarification_or_response,response_present] fail=[knowledge_mismatch:expected=True,got=False] [SOFT_PASS:tool_not_called_but_orchestration_ok]",True,99573.67,1,1.0,0.8326,
b77_refund_01,actionable_routing,"BANKING77: card payment not recognised (EUR 89.99, auto-approve)",True,False,False,True,True,"scenario:pass=[tool:initiate_refund,response_present]",True,446222.45,5,,0.853,
b77_refund_03,actionable_routing,"BANKING77: failed transfer (EUR 1200, auto-approve)",True,True,False,True,False,scenario:pass=[response_present] fail=[tool_missing:initiate_refund] [SOFT_PASS:tool_not_called_but_orchestration_ok],True,804712.29,7,1.0,0.8454,
b77_complaint_01,actionable_routing,BANKING77: card swallowed by ATM (per complaints policy),False,False,False,False,False,scenario:pass=[response_present] fail=[tool_missing:create_ticket],True,273100.3,4,,0.8585,
b77_complaint_02,actionable_routing,BANKING77: lost/stolen card report (block + replace),True,False,False,False,True,"scenario:pass=[tool:create_ticket,response_present]",True,349192.79,4,,1.0,
b77_deleg_01,hierarchical_delegation,BANKING77: lost card report AND pending transfer inquiry (cross-agent),True,True,True,True,False,pass=[response_present] fail=[tool_missing:update_account] [SOFT_PASS:tool_not_called_but_orchestration_ok],True,161361.51,2,1.0,0.8624,
b77_deleg_02,hierarchical_delegation,BANKING77: request refund for wrong exchange rate AND ask about supported currencies,True,True,True,True,False,"pass=[response_present] fail=[tool_missing:initiate_refund,knowledge_mismatch:expected=True,got=False] [SOFT_PASS:tool_not_called_but_orchestration_ok]",True,210517.95,2,1.0,0.8586,
b77_deleg_03,hierarchical_delegation,BANKING77: report declined card AND request PIN change AND check balance,True,True,True,True,False,pass=[response_present] fail=[tool_missing:update_account] [SOFT_PASS:tool_not_called_but_orchestration_ok],True,183977.28,3,1.0,0.8636,
b77_deleg_04,hierarchical_delegation,BANKING77: unrecognised charge refund AND complaint about card not working,False,False,True,False,False,"pass=[response_present] fail=[tool_missing:initiate_refund,knowledge_mismatch:expected=True,got=False]",True,219444.53,2,1.0,0.8623,
b77_deleg_05,hierarchical_delegation,BANKING77: dispute top-up revert AND ask about card limits,True,True,True,True,False,"pass=[response_present] fail=[tool_missing:initiate_refund,knowledge_mismatch:expected=True,got=False] [SOFT_PASS:tool_not_called_but_orchestration_ok]",True,171164.59,2,1.0,0.8478,
b77_deleg_06,hierarchical_delegation,BANKING77: report stolen card AND reverse fraudulent transactions,True,True,True,True,False,"pass=[response_present] fail=[tool_missing:initiate_refund,tool_missing:freeze_account] [SOFT_PASS:tool_not_called_but_orchestration_ok]",True,197628.82,2,1.0,0.8635,
b77_deleg_07,hierarchical_delegation,BANKING77: failed direct debit refund AND cancel future direct debits,True,True,True,True,False,"pass=[response_present] fail=[tool_missing:initiate_refund,tool_missing:update_account] [SOFT_PASS:tool_not_called_but_orchestration_ok]",True,245614.95,2,1.0,0.885,
b77_deleg_08,hierarchical_delegation,BANKING77: complaint about service delay AND request to update account contact details,True,True,True,True,False,"pass=[response_present] fail=[tool_missing:create_ticket,tool_missing:update_account]; scenario:pass=[response_present] [SOFT_PASS:tool_not_called_but_orchestration_ok]",True,251798.05,2,1.0,0.8595,
