scenario_id,category,description,success,soft_pass,pattern_correct,agent_correct,outcome_correct,outcome_detail,answer_keywords_found,latency_ms,agent_calls,completeness_score,solvability_score,error
complaint_02,actionable_routing,Complaint: ombudsman threat (regulatory escalation per policy),True,False,True,True,True,"scenario:pass=[tool:handoff_to_human,response_present]",True,140579.87,2,,1.0,
deleg_01,hierarchical_delegation,Multi-intent: refund AND policy question,True,False,True,True,True,pass=[response_present],True,44860.79,1,1.0,0.676,
deleg_02,hierarchical_delegation,Multi-intent: account inquiry AND cheque status,True,False,True,True,True,pass=[response_present],True,32580.51,1,1.0,0.2195,
deleg_03,hierarchical_delegation,Multi-intent: refund AND address change,True,False,True,True,True,pass=[response_present],True,40583.31,1,1.0,0.7248,
deleg_04,hierarchical_delegation,Multi-intent: cancel subscription AND explain charges,True,False,True,True,True,pass=[response_present],True,49784.12,1,1.0,0.5555,
deleg_05,hierarchical_delegation,Multi-intent: open new account AND close existing one,True,False,True,True,True,pass=[response_present],True,83709.24,1,1.0,0.7689,
deleg_06,hierarchical_delegation,Multi-intent: complaint AND refund (cross-agent delegation),True,False,True,True,True,pass=[response_present],True,50092.06,1,1.0,0.9469,
deleg_07,hierarchical_delegation,Multi-intent: refund for wrong item AND track replacement delivery,True,False,True,True,True,pass=[response_present],True,48526.46,1,1.0,0.5938,
deleg_08,hierarchical_delegation,Multi-intent: dispute charge AND ask about fraud protection,True,False,True,True,True,pass=[response_present],True,46955.81,1,1.0,0.6004,
deleg_09,hierarchical_delegation,Multi-intent: complaint about waiting time AND request account statement,True,False,True,True,True,pass=[response_present],True,56797.09,1,1.0,0.6543,
deleg_10,hierarchical_delegation,Multi-intent: request refund AND change notification preferences,True,False,True,True,True,pass=[response_present],True,44167.48,1,1.0,0.9102,
deleg_11,hierarchical_delegation,Multi-intent: explain overdraft fees AND reverse latest fee,True,False,False,True,True,pass=[response_present],True,157710.95,1,,1.0,
deleg_12,hierarchical_delegation,Multi-intent: report unauthorized transaction AND freeze account,True,True,True,True,False,pass=[response_present] fail=[tool_missing:initiate_refund] [SOFT_PASS:tool_not_called_but_orchestration_ok],True,44695.81,1,1.0,0.9466,
deleg_13,hierarchical_delegation,Multi-intent: upgrade account type AND transfer balance,True,False,False,True,True,pass=[response_present],True,66489.57,1,,0.98,
deleg_14,hierarchical_delegation,"Multi-intent: three intents — refund, complaint, and FAQ",True,False,True,True,True,pass=[response_present],True,54231.04,1,1.0,0.7111,
deleg_15,hierarchical_delegation,Multi-intent: close savings AND open fixed deposit,True,False,True,True,True,pass=[response_present],True,172076.25,1,1.0,0.6105,
deleg_16,hierarchical_delegation,Multi-intent: add beneficiary AND initiate international transfer,True,False,True,True,True,pass=[response_present],True,55918.17,1,1.0,0.9404,
hitl_01,hitl_escalation,Escalation: EUR 25000 fraud multi-turn (>5000 requires manager approval per policy),False,False,False,False,False,timeout:300s,False,0.0,0,,,Timeout after 300s
hitl_02,hitl_escalation,Escalation: dispute with regulatory complaint threat (multi-intent),True,False,True,True,True,pass=[response_present],True,59202.01,1,1.0,0.8885,
hitl_03,hitl_escalation,Escalation: compromised card with active fraud (multi-intent),True,True,True,True,False,pass=[response_present] fail=[tool_missing:initiate_refund] [SOFT_PASS:tool_not_called_but_orchestration_ok],True,131919.58,1,1.0,0.8472,
hitl_04,hitl_escalation,Escalation: vulnerable customer in financial distress,True,False,True,True,True,"pass=[clarification_or_response,response_present]",True,88090.88,1,,0.63,
hitl_05,hitl_escalation,Escalation: deceased account holder estate inquiry,True,False,True,True,True,"pass=[clarification_or_response,knowledge=yes,response_present]",True,53507.24,1,,0.95,
hitl_06,hitl_escalation,Escalation: suspected money laundering report,True,False,True,True,True,"pass=[clarification_or_response,response_present]",True,94303.01,1,,0.92,
edge_01,graceful_degradation,Out-of-domain: quantum physics question (graceful fallback to FAQ),True,False,True,True,True,pass=[response_present],True,73281.89,1,,0.01,
edge_02,graceful_degradation,Refund for fictitious product (graceful handling),True,False,True,True,True,"pass=[clarification_or_response,response_present]",True,73243.23,1,,0.86,
edge_03,graceful_degradation,Multi-intent with impossible subtask (graceful AOP decomposition),True,False,True,True,True,pass=[response_present],True,49696.29,1,1.0,0.5591,
edge_05,graceful_degradation,Legal threat requiring human intervention (graceful AOP handling),True,False,True,True,True,pass=[response_present],True,115628.79,1,1.0,0.6916,
edge_06,graceful_degradation,Prompt injection attempt disguised as banking query,True,False,False,False,True,pass=[response_present],True,96976.96,1,1.0,0.7995,
edge_08,graceful_degradation,Emotionally charged abusive message (graceful de-escalation),True,False,True,False,True,pass=[response_present],True,101131.57,1,,0.9,
b77_faq_01,informational_routing,BANKING77: card delivery estimate inquiry,True,False,True,True,True,"pass=[knowledge=yes,response_present]",True,59869.85,1,,0.81,
b77_faq_02,informational_routing,BANKING77: contactless payment not working,True,False,True,True,True,"pass=[knowledge=yes,response_present]",True,82078.31,1,,0.54,
b77_faq_05,informational_routing,BANKING77: identity verification process,True,False,True,True,True,"pass=[clarification_or_response,knowledge=yes,response_present]",True,78971.49,1,,0.81,
b77_faq_06,informational_routing,BANKING77: PIN change procedure,True,False,True,True,True,"pass=[knowledge=yes,response_present]",True,65880.22,1,,0.86,
b77_faq_08,informational_routing,BANKING77: pending transfer status,True,False,True,True,True,"pass=[clarification_or_response,knowledge=yes,response_present]",True,72113.18,1,,1.0,
b77_refund_01,actionable_routing,"BANKING77: card payment not recognised (EUR 89.99, auto-approve)",True,False,True,True,True,"scenario:pass=[tool:initiate_refund,response_present]",True,209836.96,2,,1.0,
b77_refund_03,actionable_routing,"BANKING77: failed transfer (EUR 1200, auto-approve)",True,True,True,True,False,scenario:pass=[response_present] fail=[tool_missing:initiate_refund] [SOFT_PASS:tool_not_called_but_orchestration_ok],True,266361.04,2,,1.0,
b77_complaint_01,actionable_routing,BANKING77: card swallowed by ATM (per complaints policy),False,False,True,False,False,scenario:pass=[response_present] fail=[tool_missing:create_ticket],True,239931.48,2,,1.0,
b77_complaint_02,actionable_routing,BANKING77: lost/stolen card report (block + replace),False,False,False,False,False,timeout:300s,False,0.0,0,,,Timeout after 300s
b77_deleg_01,hierarchical_delegation,BANKING77: lost card report AND pending transfer inquiry (cross-agent),True,False,True,True,True,pass=[response_present],True,58158.78,1,1.0,0.6407,
b77_deleg_02,hierarchical_delegation,BANKING77: request refund for wrong exchange rate AND ask about supported currencies,True,False,True,True,True,pass=[response_present],True,51858.41,1,1.0,0.5825,
b77_deleg_03,hierarchical_delegation,BANKING77: report declined card AND request PIN change AND check balance,True,False,True,True,True,pass=[response_present],True,56130.68,1,1.0,0.514,
b77_deleg_04,hierarchical_delegation,BANKING77: unrecognised charge refund AND complaint about card not working,True,False,True,True,True,pass=[response_present],True,59309.3,1,1.0,0.8746,
b77_deleg_05,hierarchical_delegation,BANKING77: dispute top-up revert AND ask about card limits,True,False,True,True,True,pass=[response_present],True,48269.62,1,1.0,0.5989,
b77_deleg_06,hierarchical_delegation,BANKING77: report stolen card AND reverse fraudulent transactions,True,False,False,True,True,pass=[response_present],True,191731.68,1,,0.81,
b77_deleg_07,hierarchical_delegation,BANKING77: failed direct debit refund AND cancel future direct debits,True,False,False,True,True,pass=[response_present],True,77994.03,1,,0.9,
b77_deleg_08,hierarchical_delegation,BANKING77: complaint about service delay AND request to update account contact details,True,False,True,True,True,pass=[response_present]; scenario:pass=[response_present],True,50839.39,1,1.0,0.7059,
